Date/heure;Température moy;Température max;Température min;Rayonnement solaire moy;Précipitations Somme;Vitesse du vent  moy;Vitesse du vent  max;Vitesse du vent max [m/s] max;ETP quotidien [mm]
10/07/2019 00:00;21.82;31.84;14.04;300;1.8;0.2;0.7;2.4;4.7
09/07/2019 00:00;21.21;29.42;14.34;306;0;0.2;0.7;2.5;4.6
08/07/2019 00:00;21.15;30;15.63;300;0;0.2;1;3;4.6
07/07/2019 00:00;21.43;29.52;16.58;226;0;0.3;1.1;3.3;3.8
06/07/2019 00:00;22.38;32.47;15.63;266;3;0.2;0.9;2.9;4.4
05/07/2019 00:00;22.77;32.85;15.15;296;6.6;0.1;0.6;1.7;4.6
04/07/2019 00:00;21.68;30.44;15.5;309;0;0.2;1;2.6;4.7
03/07/2019 00:00;20.17;29.71;14.71;250;0.2;0.2;0.7;28.3;4
02/07/2019 00:00;20.76;30.32;15.88;258;5.4;0.2;0.7;2.8;4.1
01/07/2019 00:00;21.93;31.42;17.17;285;9.6;0.2;0.9;3.4;4.6
30/06/2019 00:00;23.06;32.12;16.94;285;0;0.2;0.7;2.6;4.6
29/06/2019 00:00;23.81;33.76;16.33;305;0;0.2;0.8;2.8;4.9
28/06/2019 00:00;22.4;32.32;14.36;302;0;0.2;0.8;2.6;4.7
27/06/2019 00:00;20.71;25.34;17.08;118;0;0.1;0.5;2.3;2.2
26/06/2019 00:00;22.38;31.59;16.21;280;0;0.2;0.8;2.7;4.5
25/06/2019 00:00;23.11;33.07;14.75;303;3.2;0.2;0.7;2.3;4.8
24/06/2019 00:00;22.19;31.41;14.11;298;2.6;0.2;0.9;2.2;4.6
23/06/2019 00:00;22.66;31.25;14.63;307;0;0.2;0.9;3.7;4.7
22/06/2019 00:00;22.4;31.81;13.79;302;0.2;0.2;0.9;2.4;4.7
21/06/2019 00:00;20.53;29.63;15.02;297;7.8;0.2;0.7;2.4;4.5
20/06/2019 00:00;20.69;29.89;14.66;308;4.4;0.3;0.9;2.9;4.7
19/06/2019 00:00;20.89;29.95;12.62;305;1.2;0.2;0.9;2.7;4.6
18/06/2019 00:00;20.77;30.72;13.46;298;0;0.2;0.8;2.3;4.5
17/06/2019 00:00;21.74;31.52;12.18;303;0;0.2;0.9;2.6;4.6
16/06/2019 00:00;20.35;29.99;12.9;304;0;0.2;0.9;2.9;4.5
15/06/2019 00:00;19.34;29.17;11;310;0;0.2;0.7;3.3;4.5
14/06/2019 00:00;18.4;26.55;13.79;258;2.6;0.2;0.8;2.6;3.9
13/06/2019 00:00;19.48;27.73;14.35;291;0;0.5;2.2;5.3;4.5
12/06/2019 00:00;20.84;30.87;11.31;296;2;0.2;1.1;3.7;4.4
11/06/2019 00:00;18.95;29.22;10.04;308;0;0.2;0.8;2.3;4.4
10/06/2019 00:00;18.05;27.05;11.29;298;0;0.3;0.9;2.6;4.3
09/06/2019 00:00;19.32;28.59;12.24;308;0;0.3;0.9;6.5;4.5
08/06/2019 00:00;20.25;30.39;11.32;306;0;0.2;0.9;3.7;4.5
07/06/2019 00:00;18.6;28.15;10.22;306;0;0.2;1;2.7;4.4
06/06/2019 00:00;17.91;28.21;10.3;305;0;0.2;0.9;2.9;4.3
05/06/2019 00:00;18.38;24.28;13.41;201;0;0.3;1;2.4;3.2
04/06/2019 00:00;22.73;31.63;14.99;304;0;0.2;1;2.9;4.7
03/06/2019 00:00;27.3;38.46;17.56;307;0;0.2;1.2;3;4.6
02/06/2019 00:00;28.24;38.53;18.87;320;0;0.1;0.7;2.1;4.6
01/06/2019 00:00;28.24;38.23;18.48;317;0;0.3;0.7;3;4.9
31/05/2019 00:00;27.22;38.24;18.38;307;0;0.5;1.1;4.4;5.2
30/05/2019 00:00;26.18;34.15;19.64;307;0;0.9;1.8;4.3;5.7
29/05/2019 00:00;26.43;37.67;15.27;313;0;0.2;0.9;2.7;4.9
28/05/2019 00:00;24.34;33.96;14.37;315;0;0.2;0.7;2.2;4.7
27/05/2019 00:00;24.86;33.59;16.41;319;0;0.2;1;2.5;4.7
26/05/2019 00:00;23.74;31.93;15.78;319;0;0.4;1.3;4;4.9
25/05/2019 00:00;20.9;30.23;11.65;317;0;0.2;1;2.9;4.5
24/05/2019 00:00;20.52;29.72;12.49;295;0;0.3;1;3.1;4.4
23/05/2019 00:00;21.92;32.14;12.94;312;0;0.2;0.8;2.4;4.6
22/05/2019 00:00;20.23;29.8;10.72;303;0;0.2;0.8;2.3;4.3
21/05/2019 00:00;18.71;27.9;11.09;317;0;0.2;0.9;2.3;4.5
20/05/2019 00:00;18.07;26.2;11.22;314;0;0.2;0.7;2.2;4.4
19/05/2019 00:00;15.92;24.46;7.98;295;0;0.2;0.8;1.9;3.9
18/05/2019 00:00;15.13;24.65;8.89;300;6.2;0.4;1.4;4.3;4.1
17/05/2019 00:00;17.75;26.21;11.4;306;9;0.4;1.1;3.3;4.3
16/05/2019 00:00;24.37;34.55;15.88;318;0;0.2;0.9;2.9;4.7
15/05/2019 00:00;25.97;35.82;18.69;324;6.6;0.2;1.2;3.2;4.8
14/05/2019 00:00;26.81;37.63;15.89;313;7.8;0.2;0.7;2.1;4.7
13/05/2019 00:00;29.65;39.44;19.62;309;0;0.1;0.6;1.8;4.4
12/05/2019 00:00;28.91;38.41;20.3;311;0;0.3;1;3.3;5.1
11/05/2019 00:00;23.63;34.47;13.3;305;0;0.1;1;2.3;4.6
10/05/2019 00:00;20.17;29.32;11.27;307;0;0.2;0.7;2.9;4.5
09/05/2019 00:00;19.15;28.98;11.65;307;0;0.2;0.6;2;4.3
08/05/2019 00:00;18.48;28.88;11.33;303;0;0.2;0.9;3.1;4.3
07/05/2019 00:00;19.35;29.67;10.43;304;0;0.1;0.8;2;4.3
06/05/2019 00:00;18.06;28.5;9.83;307;0;0.1;0.6;2.3;4.2
05/05/2019 00:00;18.91;28.81;13.26;291;0;0.2;0.7;2.2;4.2
04/05/2019 00:00;18.1;26.26;13.04;234;0;0.2;0.8;2.2;3.5
03/05/2019 00:00;18.74;26.03;14.17;214;0;0.1;0.6;1.8;3.2
02/05/2019 00:00;19.7;26.24;15.94;122;0;0.1;0.6;2;2.1
01/05/2019 00:00;21.11;29.28;14.44;165;1;0.2;2;6;2.8
30/04/2019 00:00;21.98;31.65;11.58;313;0;0.1;0.7;1.9;4.3
29/04/2019 00:00;23.51;31.83;15.82;303;0;0.3;1.8;4.2;4.6
28/04/2019 00:00;23.38;33.16;15.3;268;0;0.4;2.9;6.8;4.4
27/04/2019 00:00;19.22;28.28;9.55;303;0;0.3;1.2;3.2;4.2
26/04/2019 00:00;16.03;22.85;10.15;300;0;0.1;0.7;2.3;3.9
25/04/2019 00:00;14.96;23.4;8.24;260;0;0.3;1.3;3.7;3.4
24/04/2019 00:00;12.66;21.06;4.52;312;0;0.2;1.3;4;3.6
23/04/2019 00:00;11.24;15.5;6.47;56;11.2;0.4;2.4;4.8;1.2
22/04/2019 00:00;13.81;20.43;10.8;123;4.6;0.5;1.9;4.8;2
21/04/2019 00:00;12.4;17.51;8.56;125;4.8;0.5;2.3;6.1;1.9
20/04/2019 00:00;13.16;20.58;9.91;194;9.2;0.2;1.4;4.5;2.6
19/04/2019 00:00;12.27;19.85;7.73;179;1.6;0.3;1.6;4.3;2.5
18/04/2019 00:00;14.33;20.15;10.78;202;2.8;0.4;1.7;4.1;2.8
17/04/2019 00:00;17.59;23.24;13.28;188;0;0.2;1.2;3.4;2.8
16/04/2019 00:00;20.67;32.47;10.99;288;0;0.1;1.2;3.1;3.9
15/04/2019 00:00;20.07;26.81;12.23;268;0;0.5;1.9;4.1;3.9
14/04/2019 00:00;19.09;30.31;7.45;297;0;0.1;0.6;1.6;3.7
13/04/2019 00:00;15.19;24.58;6.27;299;0;0.1;0.6;2;3.5
12/04/2019 00:00;13.5;21.46;6.8;280;0;0.1;0.6;2.1;3.3
11/04/2019 00:00;12.97;20.56;6.95;227;0;0.2;0.8;2.4;2.8
10/04/2019 00:00;12.81;19.29;7.37;296;0;0.2;0.8;2;3.4
09/04/2019 00:00;13.92;20.21;8.46;237;0;0.2;0.7;2.5;2.9
08/04/2019 00:00;14.47;22.02;7.71;267;0;0.2;1.3;3.2;3.2
07/04/2019 00:00;12.53;20.95;5.67;225;0.2;0.4;1.6;4.3;2.8
06/04/2019 00:00;9.21;16.08;4.29;174;1;0.7;2.3;5.4;2.2
05/04/2019 00:00;9.76;16.39;6.32;93;15.8;0.7;2.8;8.4;1.6
04/04/2019 00:00;10.66;12.26;9.13;41;1.8;0.6;1.7;4.1;0.9
03/04/2019 00:00;15.09;25.09;9.69;144;0.2;0.1;0.8;2.8;2.1
02/04/2019 00:00;14.24;22.6;8.6;199;0;0.1;0.8;1.9;2.5
01/04/2019 00:00;14.22;21.44;9.31;167;0;0.1;0.9;2.2;2.2
31/03/2019 00:00;13.18;17.76;10.68;92;1;0.3;2.2;4.7;1.5
30/03/2019 00:00;15.94;23.88;12.98;118;5.8;0.3;2.5;5.2;2
29/03/2019 00:00;18.09;25.41;11.88;264;6.4;0.3;2.2;7;3.5
28/03/2019 00:00;14.63;21.99;8.74;256;0;0.6;1.5;4.3;3.3
27/03/2019 00:00;12.86;15.74;10.53;100;0;0.5;1.4;4.4;1.6
26/03/2019 00:00;19.13;27.44;12.8;195;9.6;0.2;3.1;6.2;2.8
25/03/2019 00:00;19.96;27.18;12.89;205;0;0.4;1.4;3.3;3
24/03/2019 00:00;18.07;25.27;12.24;187;0;0.2;1.2;4.2;2.5
23/03/2019 00:00;15.72;23.54;8.71;214;0;0.7;2.1;5.9;3.1
22/03/2019 00:00;14.02;21.53;6.76;264;0;0.8;1.6;5;3.4
21/03/2019 00:00;12.11;18.29;7.04;260;0;1.4;2.3;6.8;3.5
20/03/2019 00:00;13.4;19.37;9.38;257;0;1;2.4;6.3;3.3
19/03/2019 00:00;14.05;22.44;6.61;252;0;0.2;0.7;2.3;2.8
18/03/2019 00:00;14.44;22.24;6.91;243;0;0.1;0.8;2;2.6
17/03/2019 00:00;18.08;26.34;11.79;235;0;0.1;0.8;2.3;2.8
16/03/2019 00:00;18.55;28.95;11.41;239;0;0.1;0.7;2.8;2.7
15/03/2019 00:00;17.56;28.85;8.26;244;0;0.1;0.8;2.6;2.5
14/03/2019 00:00;15.03;24.02;7.9;242;0;0.1;0.7;2;2.8
13/03/2019 00:00;14.56;21.9;7.99;228;0;0.1;0.6;2.3;2.6
12/03/2019 00:00;18.32;28.87;9.66;239;0;0.1;0.7;2.6;2.7
11/03/2019 00:00;16.57;26.96;8.27;233;0;0.1;0.7;2.4;2.5
10/03/2019 00:00;16.56;26.84;8.37;226;0;0.2;0.9;2.8;2.5
09/03/2019 00:00;12.75;20.43;6.17;220;0;0.4;1.7;6;2.5
08/03/2019 00:00;10.62;17.93;5.19;152;0;0.1;1.1;3.1;1.7
07/03/2019 00:00;10.84;17.53;7.05;175;3;0.2;1.1;3.1;1.9
06/03/2019 00:00;13.5;21.2;8.59;174;2.2;0.4;2.1;5.5;2.2
05/03/2019 00:00;14.66;24.87;6.02;166;0;0.1;0.6;1.8;1.9
04/03/2019 00:00;14.04;20.59;9.32;200;0.2;0.1;0.5;2.3;2.2
03/03/2019 00:00;12.58;21.96;5.57;180;0;0.1;1;3.4;2
02/03/2019 00:00;13.47;19.99;9.01;194;0;0.1;0.8;1.8;2.1
01/03/2019 00:00;12.25;20.15;5.19;191;0;0.1;0.8;3.5;2
28/02/2019 00:00;12.52;20.7;5.98;193;0;0.1;0.5;1.3;2
27/02/2019 00:00;13.61;22.04;5.77;193;0;0.1;0.7;2.2;2
26/02/2019 00:00;14.61;24.32;6.29;190;0;0.1;0.6;1.8;1.9
25/02/2019 00:00;14.07;21.43;8.32;191;0;0.6;1.4;4;2.4
24/02/2019 00:00;14.02;22.74;5.09;188;0;0.3;1.3;3.4;2.1
23/02/2019 00:00;14.41;24.45;7.49;181;0;0;0.3;1.6;1.7
22/02/2019 00:00;13.9;24.46;5.6;180;0;0;0.7;1.8;1.7
21/02/2019 00:00;13.25;22.44;7.03;170;0;0.1;0.7;2;1.7
20/02/2019 00:00;11.27;19.48;4.91;162;0;0.1;0.6;2.4;1.6
19/02/2019 00:00;9.62;16.78;3.89;162;0;0.1;1.2;4.8;1.5
18/02/2019 00:00;10.85;16.87;8.02;59;6.4;0.3;1.6;4.2;1.1
17/02/2019 00:00;11.92;19.04;6.47;146;0;0.1;0.8;2.6;1.5
16/02/2019 00:00;14.17;21.13;9.24;115;0;0.2;1.1;2.8;1.4
15/02/2019 00:00;14.47;23.19;7.9;161;0;0.1;0.7;1.9;1.6
14/02/2019 00:00;16.34;26.74;9.36;160;0;0.1;0.8;2.7;1.5
13/02/2019 00:00;14.55;25.02;5.64;154;0;0;0.4;1.5;1.4
12/02/2019 00:00;12.33;20.23;4.83;148;0;0.2;1;3;1.5
11/02/2019 00:00;10.28;18.61;3.4;146;0;0;0.5;1.6;1.3
10/02/2019 00:00;11.13;20.36;4.97;151;0;0.1;0.7;1.7;1.4
09/02/2019 00:00;11.62;22.16;4.7;148;0;0.1;0.8;2.7;1.4
08/02/2019 00:00;11.12;20.55;4.78;143;0;0;0.4;1.3;1.3
07/02/2019 00:00;10.87;20.02;5;146;0;0;0.4;1.4;1.3
06/02/2019 00:00;11.86;22.12;4.6;145;0;0;0.4;0.9;1.2
05/02/2019 00:00;11.46;22.65;3.46;143;0;0;0.7;1.7;1.2
04/02/2019 00:00;8.5;18.24;1.05;146;0;0.1;0.9;2.2;1.2
03/02/2019 00:00;7.26;14.05;2.69;131;0;0;0.7;2.1;1.1
02/02/2019 00:00;8.37;11.4;6.05;53;14.4;0.6;2.5;6.4;0.8
01/02/2019 00:00;10.83;16.59;6.93;58;15.6;0.9;3.1;9.4;1.1
31/01/2019 00:00;11.61;16.59;8.02;125;0;0.4;1.9;4.9;1.3
30/01/2019 00:00;11.39;17.16;8.08;117;0;0.2;1;2.5;1.2
29/01/2019 00:00;9.99;16.21;4.84;108;0;0.1;0.6;1.9;1
28/01/2019 00:00;10.87;16.02;7.21;126;0;0.1;0.9;3.7;1.1
27/01/2019 00:00;11.6;16.24;8.21;94;0;0.3;1.4;3.9;1
26/01/2019 00:00;11.54;20.23;4.73;116;0;0.1;1.6;4.2;1.1
25/01/2019 00:00;10.53;17.99;5.15;111;0;0;0.9;1.8;1
24/01/2019 00:00;10.27;13.96;7.52;44;1.6;0.2;1;3.6;0.7
23/01/2019 00:00;9.94;11.48;8.73;69;2.4;0.6;1.6;5.6;0.8
18/01/2019 00:00;15.44;15.58;15.35;0;1.4;0;0.2;9.2;0.6
17/01/2019 00:00;15.61;15.73;15.43;0;0;0;0;0;
